oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux
29.97914,150.0346,356.4453,883.7012,131.9901,100.0182,18.85187
85.33289,254.8284,405.5346,1023.217,207.2641,150.5364,23.59929
107.3258,220.6081,466.6906,1101.6,198.1899,155.657,33.4609
19.27525,64.16834,193.3008,401.7761,54.49063,42.83068,10.25244
46.81054,15.45521,159.0125,93.75835,50.71367,33.50158,17.95978
23.48197,13.46831,66.79738,38.69384,17.28568,8.607611,14.37544
463.9657,152.6364,339.8517,622.875,150.4003,115.7119,35.89025
408.9265,161.3631,48.63988,460.5185,68.33061,50.03374,8.893305
709.8614,246.9893,81.71263,778.0914,111.653,80.7011,25.47419
46.16744,17.46206,67.28783,70.58453,31.26987,24.56525,10.03034
104.4028,131.4987,206.3988,603.2892,146.7974,102.1826,32.2869
19.34333,14.52969,46.73051,49.1765,17.77285,13.96531,8.151085
24.20978,143.4322,197.0245,611.1318,78.67671,60.95607,15.52204
52.71241,216.9052,480.485,989.3148,154.5545,125.7033,25.53655
30.987,185.7124,289.9875,843.9559,104.5691,77.66389,19.92356
5.095521,13.50948,46.309,48.00983,6.863664,10.03638,6.113378
35.18909,137.3615,196.0891,597.7001,108.6797,69.27188,16.7617
398.1921,168.6563,241.2819,514.5962,157.1491,113.5852,24.53651
87.74332,307.9782,673.4045,1610.199,237.2219,185.8221,31.67115
67.28353,53.1764,119.3163,149.702,66.30591,28.82932,15.92744
38.23317,105.015,173.0749,433.0261,86.55869,62.57853,12.24783
31.62693,79.8147,77.59702,234.1797,32.69096,24.22346,32.10289
26.92619,25.81802,92.86454,87.3532,35.20092,17.48102,15.62224
51.16193,35.86051,102.8616,83.41666,47.22869,24.09826,9.226351
38.89447,175.9019,333.6797,901.2021,91.12679,66.21961,15.55147
22.6814,156.969,350.7069,885.574,114.9551,84.08637,22.21163
33.48163,176.448,252.2246,773.147,117.5331,81.25091,13.2137
587.4857,617.7669,678.1672,2375.589,388.9698,280.0799,57.76651
47.02505,142.4902,328.2347,772.631,137.7268,99.53067,26.20506
28.67595,16.16777,97.52718,76.64558,44.4191,19.67854,12.60366
286.1316,177.4547,114.7259,525.5867,108.6637,73.02627,19.96633
250.4361,69.71165,156.6746,302.95,166.157,130.827,54.70586
1376.974,692.0682,298.8018,2200.718,311.7853,222.2074,32.0036
106.543,100.6758,72.44047,323.3162,86.41211,61.8754,20.10694
31.62194,120.3256,243.2959,599.9809,68.37995,61.93378,17.86724
59.36986,38.15073,139.0375,115.6417,68.90696,49.28913,28.71128
99.03732,44.98461,133.0723,162.5824,52.31546,40.24178,25.89391
54.54528,28.43339,55.82646,129.0041,63.59271,46.97494,27.76443
23.1665,8.863365,55.80626,39.95915,6.637388,16.56026,5.843207
71.50858,46.20693,220.0159,159.6802,61.77497,48.66013,33.07834
90.09234,129.9882,351.1664,650.2497,121.4674,87.72721,29.39585
56.02007,35.0406,207.0134,136.3839,87.51174,66.36694,29.32492
54.76143,10.09226,32.0174,37.79854,8.190501,12.11963,11.97876
68.27139,266.0716,461.1731,1228.426,203.1336,144.9682,27.89242
116.8855,331.2387,882.8779,1883.182,276.1301,232.9238,51.80898
37.68729,39.5583,69.35799,127.8532,47.47954,30.42296,10.40331
805.4864,692.1878,611.5193,2703.311,419.2635,315.8529,74.551
727.8167,366.3721,152.882,1253.882,222.5897,157.2993,43.56774
218.4312,187.2072,161.2633,707.3113,137.8183,99.97248,22.40576
32.15232,33.12596,102.7428,96.15825,32.76501,29.40698,9.625667
140.6536,177.0401,285.5137,633.0052,244.7906,170.1114,141.884
6074.062,3250.791,1743.394,10285.94,1323.39,1014.631,181.0779
22.06023,120.7856,322.1586,740.9831,92.29563,68.547,13.42285
28.63115,83.2138,122.9768,314.2333,63.88173,38.14559,10.27986
36.48069,9.618996,127.7982,93.77798,58.54313,39.82425,14.80782
27.38758,16.49182,73.84869,42.32108,22.83358,9.47654,11.95667
26.69745,12.47273,63.72212,54.81213,25.78378,13.39833,9.924652
44.38533,195.983,494.4878,990.382,115.8334,96.05355,17.03098
12.546,12.64701,39.67573,43.58518,18.18179,12.10871,8.055409
168.4196,252.2457,324.1592,1176.804,229.5811,165.8985,35.45107
22.9443,50.41116,85.83692,183.3794,46.81482,28.13834,11.6807
109.1052,178.3475,326.9877,775.0573,108.4264,80.41943,24.8486
48.90913,18.56382,88.71191,91.21883,55.83348,26.72047,22.47879
131.8405,34.47821,162.1766,152.4505,55.23282,42.12121,19.99581
282.6064,86.04197,177.8517,344.0781,117.6391,82.69806,26.88362
23.24753,51.42073,121.1893,230.5973,43.68064,31.63909,5.909846
211.0292,185.5481,131.0555,595.1937,109.6317,70.64304,18.76228
2734.633,878.3511,204.8401,2858.875,298.9858,211.7595,57.93071
53.94106,244.1805,590.4855,1270.673,171.7806,157.9357,23.53356
15.59704,7.423624,52.29882,28.34454,7.807428,5.539692,5.241608
35.23361,23.39586,84.44467,78.97066,50.51259,23.53546,7.58885
38.66144,21.38443,57.60413,55.38863,31.83698,12.13039,11.7926
33.84143,149.8979,247.4336,694.9956,136.8175,98.48715,13.22844
20.21788,115.4491,172.1042,468.4651,47.88217,44.73862,6.222473
208.3893,194.9011,958.7156,1131.103,638.1291,481.6676,277.1416
23.2889,11.80765,70.76994,50.3415,27.97816,23.45122,11.36764
22.42213,9.072463,55.46847,35.83041,24.3059,15.73268,6.288511
164.9475,122.6356,84.62631,403.0869,76.76859,53.96778,14.54946
667.4385,457.6839,810.4727,1749.513,211.7043,185.4202,61.97499
13.21671,7.915414,42.99508,37.16924,15.13126,7.351509,9.128062
34.01912,139.9098,188.5253,528.2295,90.17503,59.36301,16.12341
43.74293,137.9159,302.3605,825.4088,115.6217,84.78727,18.95042
38.76062,13.86598,201.5519,167.2331,75.30311,49.81801,29.99736
9.008053,41.39341,69.41375,172.6314,32.23051,18.29245,9.195898
227.3249,512.1672,625.1663,1799.517,248.6226,174.0785,18.99935
153.9548,497.8708,572.0419,1786.378,406.5392,310.1458,40.58387
3690.218,533.9911,1799.057,2242.776,604.7926,534.7977,250.8407
358.4447,263.6267,162.904,998.6539,180.802,126.3506,30.19349
42.45158,47.47248,168.7356,248.4445,74.69549,52.58836,19.64116
62.30056,236.2847,301.1017,942.5966,185.8176,133.2169,28.04285
66.82468,48.06545,184.7114,129.5566,85.91904,52.81026,33.37085
14.21749,49.62381,99.84331,277.0449,36.2325,20.68077,9.125196
18.75677,28.84919,103.0385,124.531,26.72167,17.32917,7.055595
571.6254,717.5479,986.7108,2942.497,435.0669,327.1036,69.95849
4734.78,892.673,102.485,2612.803,174.5307,127.8058,58.51193
61.49048,196.8362,304.279,888.3607,130.0858,93.77386,22.59754
67.09137,191.2674,225.47,737.9554,152.8194,110.0398,20.45669
1087.138,633.3121,325.3221,2135.164,321.2557,229.2772,52.90836
81.22671,86.39993,89.25848,162.7271,72.35111,7.258672,10.01687
40.0359,145.6794,227.6206,661.999,114.5817,79.70378,17.82522
28.15284,74.79313,225.5579,520.622,85.62282,67.5181,26.91579
577.4553,1254.602,2210.942,4352.196,493.8243,513.9694,66.43392
114.4921,68.5118,200.4113,215.8928,105.9598,61.5988,48.71059
27.98729,18.48364,53.00526,63.38797,22.47835,15.10781,10.91608
229.91,51.47797,235.7411,246.442,92.3765,57.96157,27.06503
48.24012,144.5444,162.497,532.0787,112.3309,77.79495,17.01595
26.28994,13.14923,45.35301,56.36922,23.80732,26.81643,13.94688
36.938,26.17299,70.17039,78.42017,36.46014,18.2559,15.79781
21.62672,14.44242,39.07861,44.72862,17.15219,7.156047,7.874101
21.11437,73.52893,132.2886,382.9034,59.53969,39.40237,10.35588
61.02492,272.2558,389.3734,1142.398,183.2352,136.4983,26.97198
20.64665,38.48552,91.6803,153.0461,23.70993,15.97597,10.4935
17.14908,58.39349,82.90012,243.0093,30.56639,22.21629,10.7924
202.9771,335.5576,677.4561,1759.014,325.3771,258.9136,63.73552
32.08388,85.09282,192.8774,444.3996,58.94476,42.84495,11.12621
36.65388,172.4374,251.511,728.2307,107.2351,74.58891,18.59424
22.56204,55.22633,130.4199,332.9443,57.4851,38.06146,12.56319
80.9899,752.7994,1058.215,3113.825,344.0594,276.6555,27.33236
11.39144,51.4662,70.44561,214.823,45.14709,28.92106,6.838589
70.76586,40.38296,155.3085,140.0416,54.85673,34.51946,11.26322
4907.371,1482.315,327.9548,4669.328,487.2977,335.7333,75.67749
51.56358,26.81306,103.0275,80.97818,25.06161,20.35516,8.29439
22.62571,71.67559,136.5431,368.5873,66.20575,46.04245,9.447178
158.6481,248.3656,325.2322,1006.739,197.4044,140.724,32.87418
23.93472,72.55866,148.6909,317.7514,60.17163,45.82649,13.46193
65.80047,48.38257,119.7942,172.2986,48.1487,34.19717,9.122394
81.02843,231.9089,501.2034,1069.516,182.0785,143.4215,37.04354
11.84569,61.22768,100.7059,306.9231,38.91676,29.39465,7.559381
30.91982,137.7307,226.011,636.7977,118.3924,84.19122,19.47945
128.5617,121.5893,242.6292,481.2693,153.0325,108.371,26.27729
50.04446,16.65935,24.09306,55.53584,30.52166,13.63536,5.986375
38.09598,15.98996,24.25112,29.89108,9.966351,9.755708,11.16987
68.0134,96.3109,101.449,326.8273,89.23621,63.98045,10.00735
35.26771,27.23517,83.95886,88.18241,49.13992,26.86331,14.89321
446.6574,232.7835,146.6102,945.9089,183.4529,126.6104,45.96627
108.82,57.62648,453.9366,279.1865,156.6928,145.0901,78.87635
39.74015,38.3092,138.9476,198.3514,38.46088,38.1064,7.949403
32.34856,136.6855,249.8584,706.0764,112.4411,74.85866,21.51244
30.80715,145.8264,251.4435,581.4097,97.13703,63.3552,13.83307
21.73292,67.4736,134.2144,304.6107,36.10096,27.41677,6.491854
36.77223,140.4331,265.4382,679.261,106.4632,73.81128,17.3893
18.63076,126.846,189.7769,537.5755,79.41238,60.24106,9.972767
82.12097,138.7948,252.8149,598.5367,89.89703,65.32943,13.28353
8400.058,1459.533,181.1722,4711.889,250.692,187.4524,46.8757
55.60915,119.3431,184.7881,539.1339,102.2315,71.1973,17.01465
34.49547,80.12975,272.0395,398.8441,67.62791,53.30247,19.01458
32.52142,60.68396,147.1637,252.0672,57.26327,40.58421,5.792553
9.64465,67.46398,133.5176,319.2036,57.67409,43.79663,5.427605
30.48714,46.28831,158.0158,304.2391,91.67279,64.96461,25.42844
286.9632,278.7706,765.5587,940.8273,382.8035,343.7697,202.2768
240.5877,94.92018,247.8509,460.8731,82.57063,70.31994,26.23799
844.0278,862.7145,802.454,2928.212,217.9362,194.3773,28.40543
134.6902,158.7949,93.84747,524.787,89.86681,62.68108,7.434678
29.39226,96.81908,147.0755,407.7477,58.39671,39.16431,8.22236
124.184,34.2939,244.1669,157.0818,91.67467,83.1069,60.80734
309.838,47.56725,284.7169,194.2294,114.3249,92.21378,31.17702
51.52697,29.01519,130.1001,110.031,55.07196,41.37225,20.66462
29.6977,32.21223,54.36314,73.56645,8.622176,11.85987,6.228998
32.13553,30.93299,131.4072,150.5923,57.60934,36.16689,15.6388
16.46319,66.57513,126.2851,339.8606,50.1727,39.73777,9.084439
4035.18,1134.014,252.6291,3995.952,393.2977,284.3857,87.65408
23.03913,63.37044,91.41818,245.1204,53.30207,34.25337,9.77705
293.1463,147.2559,512.7313,715.0353,250.7464,207.3637,109.8261
60.18494,42.91164,173.3527,157.9239,106.2079,84.62107,40.45841
58.78199,49.96962,99.56056,156.3383,47.94619,36.93746,34.27893
35.40442,33.38163,176.4409,133.4027,66.95229,48.13889,11.11455
10.10244,40.58191,55.27619,146.1353,17.9932,13.83385,6.065984
20.02164,51.03792,60.37741,174.6866,44.68629,31.14206,6.980764
28.0929,13.3304,52.52509,79.71891,26.90028,20.50622,6.90828
41.92113,180.3359,290.3926,704.0971,96.09013,69.83879,14.63785
16.86899,6.125405,92.08635,65.79695,42.91142,21.6133,14.53897
856.356,662.8353,1485.802,3118.851,501.7296,413.6569,90.76309
15.65229,13.59102,52.87899,47.81046,22.03504,12.48155,5.766027
29.4253,79.69038,129.0803,327.6118,61.8202,46.64201,10.9647
1749.655,732.845,480.6317,2481.678,273.1216,213.4888,70.33114
39.28075,94.12143,287.2296,650.0021,99.53471,80.57544,28.71489
10.82487,37.9521,72.71787,168.0669,26.19914,17.81148,6.033809
30.1921,88.42317,133.471,394.2187,69.85611,48.84655,11.42013
34.91933,62.9787,153.4756,276.9824,50.62902,38.06002,13.12879
34.25054,148.5689,338.1964,805.2945,102.7849,79.77293,23.79682
27.60411,17.357,81.97839,71.18391,24.76654,14.20005,6.399605
73.61085,141.6302,215.7872,617.5876,95.58884,72.86526,16.31748
11.33511,46.44426,95.60819,229.8065,37.67263,24.8904,9.063519
40.97059,139.2081,351.248,762.8337,116.419,87.30566,21.38045
53.7105,82.66356,101.814,294.6715,52.27977,34.95255,6.988733
22.52161,83.11128,153.22,395.5555,62.82768,46.57587,13.13181
11.68415,49.78809,113.3429,261.7441,35.72454,27.89663,10.38701
16.89178,15.75559,80.10582,87.16808,38.40834,19.96134,9.293147
10.53589,10.99695,12.15453,37.27729,17.28708,12.31253,7.649406
304.6638,121.1116,30.37148,377.563,57.39203,39.11139,14.12725
113.885,209.0478,322.2417,823.5914,150.5708,105.4514,20.14753
30.3583,14.92817,42.23122,35.82346,23.85956,13.77192,14.31077
25.29169,27.2067,85.64941,61.48429,33.05468,25.39352,8.522809
24.57886,36.37096,125.5453,223.6413,45.54633,33.93277,13.89136
20.98042,16.34711,74.03429,61.12094,16.42738,14.89181,9.347762
36.91563,139.1203,212.2117,561.7516,80.75186,56.08837,13.52328
91.49627,140.4976,121.0606,494.0589,107.389,74.3779,16.29862
38.07159,95.28133,115.1637,325.5757,63.4408,43.83516,10.91004
74.38243,150.2115,190.4297,659.0831,133.9713,92.34425,21.47539
139.9142,89.29254,46.55676,311.3898,71.73164,46.89017,12.47956
21.64334,60.55468,95.57951,243.7802,38.64604,28.45412,9.979984
52.4412,317.5039,796.544,2052.634,240.0397,186.4883,42.88282
15.31514,82.65604,125.0834,353.4616,45.9589,27.53732,7.713873
32.68033,77.42271,77.43007,237.2968,52.33501,35.14736,8.110477
178.1228,65.77849,177.9056,288.5446,51.46198,51.1149,15.60022
138.0303,214.4923,197.6312,734.4326,160.3599,113.7976,23.11019
134.1658,75.68822,42.19681,260.368,57.60537,39.63375,7.118994
58.27602,76.76794,68.21159,261.0681,63.38324,43.59719,10.97761
15.94228,38.48227,86.09156,216.0749,32.41937,23.31116,11.05057
15.7119,21.93551,41.32948,64.68353,18.66985,14.71882,5.379423
92.72166,150.3912,183.3348,617.5269,114.3176,83.46301,16.01462
24.55229,110.4847,166.9596,452.3086,63.6502,45.43916,10.94911
150.4944,128.7196,88.35179,442.4638,91.99429,53.53355,16.57376
333.7214,314.8451,228.5468,1046.858,183.7747,126.9598,31.06203
1133.017,754.8333,391.5725,2355.37,417.0821,290.6294,68.24434
25.54278,24.63918,57.25019,80.88818,45.62631,34.32547,13.43241
17.74793,61.83943,111.0795,298.789,57.14474,39.55236,9.235398
47.76888,32.38407,49.52616,81.45705,32.59643,21.97959,12.25986
91.83335,90.7306,404.0687,274.3216,162.4065,112.6878,42.36749
8.96549,37.29374,83.48999,202.7468,15.41523,13.55556,10.47237
22.25741,66.69665,82.49544,245.6151,53.71585,35.57655,8.039084
16.47649,11.56764,25.55868,51.94289,23.26556,13.66635,6.922831
9.983377,5.225145,37.50527,28.80071,16.2014,13.23489,6.07345
28.3736,58.0165,104.9196,223.5433,42.93652,32.45645,8.606241
39.83118,16.2377,59.37041,61.2093,38.30876,23.11956,8.956606
16.89916,24.3325,93.3511,127.2419,39.45822,28.33794,12.06552
26.81695,13.86889,53.27343,54.30952,22.95546,13.11363,7.376611
261.6796,240.1763,305.7261,1054.246,198.9823,141.2359,39.01613
54.92715,117.0719,127.3317,383.4126,83.18137,57.76758,12.94774
53.18623,19.56961,55.63479,84.53975,39.90424,29.83233,8.664235
94.74397,118.099,126.9126,408.1334,96.54163,67.06203,16.63117
42.747,36.46496,142.3213,129.8605,65.96098,50.8566,14.31421
57.54618,127.8186,233.5665,615.4117,98.462,73.006,16.36907
22.59446,82.47812,104.8257,281.5127,58.25544,40.8658,7.487419
127.244,248.3482,327.3175,972.0927,166.2563,120.3492,18.91527
37.67638,205.3405,375.7463,1068.27,150.4219,109.4175,23.51109
29.24319,112.3374,231.1733,552.7279,72.12136,57.86966,13.76534
33.28455,140.2966,185.4133,561.995,111.7084,76.28261,10.69252
28.85361,97.73953,230.6092,453.6425,70.18707,61.26457,13.66423
46.84995,137.9533,190.6514,634.3182,74.5514,54.46697,8.587153
46.94536,126.5279,231.0197,535.7668,103.2306,68.44852,16.56921
44.73661,17.77173,79.25457,58.93841,35.0364,30.4813,7.903895
27.51349,74.43935,172.7584,316.2971,78.94545,52.88119,18.08579
57.98185,94.44789,408.6529,553.7739,131.539,94.53128,34.03632
79.08176,153.0295,147.4958,523.3614,123.3929,84.87247,16.44928
614.4463,224.6945,51.35378,707.7579,104.7033,72.35102,18.33549
146.6756,197.1068,169.221,691.9396,136.3434,97.16515,20.97925
143.3749,298.9268,402.9442,1114.279,204.3908,148.5268,26.60863
222.9319,294.763,331.1889,1065.346,172.6892,119.9479,18.89959
61.7124,119.8203,162.4994,479.2186,92.80985,62.31611,11.16078
26.67444,13.05441,19.89764,41.1829,14.34393,13.71607,5.715909
43.38001,29.14051,98.03233,141.6295,49.34422,30.42133,8.237373
28.48211,11.50557,80.84574,60.54142,34.7249,29.86355,14.7205
201.4594,173.6007,511.5106,774.6032,153.2951,133.7985,41.88388
114.7455,166.5812,155.8021,596.6253,129.9919,90.06918,16.63356
78.73846,35.24155,170.1573,267.5695,50.3774,39.982,6.902835
86.15023,234.54,307.7595,969.7885,197.3072,137.8631,28.14114
49.53026,136.6687,164.4456,538.2717,110.6897,78.87018,14.01192
32.34855,70.28963,95.1602,271.9256,68.81699,49.79361,12.43089
213.889,282.7098,401.8441,1344.606,217.5963,166.7159,40.17073
110.9336,57.01552,353.5724,293.9213,135.762,83.22361,43.24505
28.18835,233.3989,394.5836,1235.327,134.818,96.80035,16.2059
1120.765,113.9338,387.9654,479.2961,188.3628,138.9336,67.94032
17.15164,34.06459,174.1472,278.8984,42.46273,41.1838,11.37478
139.9686,318.1512,416.6653,1269.748,213.1,148.9397,31.67109
21.14943,23.71879,42.68209,91.11063,27.3611,18.4751,10.04874
98.1463,140.4947,259.2626,584.0868,122.0193,85.86201,25.42295
72.54819,270.6392,412.8674,1129.426,199.319,151.3988,27.70421
44.00368,118.8959,250.662,570.2876,101.894,77.15674,15.31983
683.2482,608.8637,410.9881,2214.146,315.1022,221.6396,36.15142
178.1092,251.6162,295.7742,1007.793,217.1212,147.1693,25.80515
155.6434,123.6747,323.4262,563.4279,151.452,110.0608,42.42682
13.10218,12.54738,45.55757,28.70891,16.2113,9.178668,9.44317
17.42785,14.1637,52.97656,47.06769,9.824285,10.34455,7.479859
18.1156,32.08517,70.79203,142.6112,30.12882,22.229,7.834034
26.61626,78.80863,100.6506,296.7846,59.98434,41.14627,10.5774
78.53497,73.63902,49.90693,257.6675,64.76445,49.11744,12.32872
16.90995,65.78225,124.489,337.5179,36.58841,25.13099,9.122807
60.99495,234.385,534.4932,1346.514,212.9874,174.8012,28.65723
93.87962,170.352,221.8608,694.0073,132.3555,99.46728,20.72515
109.9789,134.1228,381.4058,751.084,133.9485,101.6251,27.23575
29.09104,105.0125,203.0328,542.0981,92.28423,63.1331,16.62166
2141.063,781.2589,220.6049,2453.921,339.063,240.2433,62.83313
21.86884,69.82523,154.6416,325.5079,44.69545,35.83585,11.8929
9.182158,29.62146,83.26888,156.1684,27.41753,18.62439,5.766193
184.9485,79.01271,33.14056,273.2575,54.28435,37.86666,10.05186
70.23253,114.8206,124.1162,451.1104,84.39403,61.99318,15.68791
88.63896,208.7238,278.1277,907.3315,148.5955,108.5123,21.18748
20.0489,56.43219,110.6174,245.1054,40.77912,28.27087,5.855598
107.2989,42.20622,146.0357,236.891,57.63288,47.02885,12.3982
18.04842,17.61762,44.51176,53.02495,27.24979,13.99774,6.142634
31.8508,142.456,268.0212,654.6918,99.61239,74.01609,13.91143
26.51931,13.57974,77.107,61.34351,17.12877,17.60009,11.45508
13.55912,30.03465,38.41241,117.8449,34.51534,23.7983,5.680242
171.7483,132.5516,66.93147,431.132,89.86969,60.75437,13.16737
21.16234,23.69162,82.67175,102.5317,39.14598,32.63394,13.24609
47.18126,108.5242,352.4163,571.9099,104.7536,75.9502,26.75329
20.85763,39.50119,106.0759,190.9761,44.89158,30.97132,11.58948
39.03635,123.5726,196.2561,477.5193,81.98072,63.94597,12.88353
16.27617,66.88291,99.38707,319.0938,48.49102,33.40554,7.694545
43.97217,12.61013,89.82848,41.71922,24.47932,14.29311,7.514828
15.20198,6.181996,50.63828,45.19163,20.4655,11.03957,6.102567
74.01881,421.1026,851.6698,2087.071,265.9104,202.9085,41.87475
101.4529,113.729,85.93713,354.4637,73.59634,52.16801,9.111545
275.5201,19.94887,217.1723,122.3366,46.77489,30.01671,23.91874
22.03716,50.50093,100.9538,234.6697,51.73503,28.6115,8.994654
43.07863,104.2225,295.5039,515.9868,123.9014,109.2187,30.43616
31.3844,22.82801,106.714,110.6939,46.82347,23.50536,17.93177
62.73227,10.80121,30.47716,44.99745,17.82321,7.09205,5.501083
28.33606,60.18954,99.04008,267.3435,45.29351,32.22958,8.237488
21.25253,23.06889,72.60453,65.4809,42.21231,27.19147,11.36113
67.29474,73.25287,59.11559,289.2623,59.1646,42.76887,9.845198
1671.472,561.4329,196.1291,1849.271,215.3581,147.9053,50.97083
16.7451,16.61496,78.82249,81.42772,34.12104,20.12004,8.686097
34.94878,54.64624,163.192,266.0399,59.92444,46.85207,12.94567
23.03569,75.39465,114.9381,303.0383,58.7928,40.10273,8.6748
180.2189,318.513,589.4784,1609.684,250.5701,187.3493,46.05527
27.84842,64.23332,70.09801,228.4577,52.4832,33.46761,6.621377
40.04187,126.3963,356.3936,832.288,149.5797,121.6443,31.89353
15.21355,82.77076,125.7354,352.854,48.81538,32.42765,8.049844
74.68004,246.7569,457.0209,1082.922,186.2975,138.3078,32.06346
