ID,RAdeg,DEdeg,zspec_1,l_MUVmag,MUVmag,E_MUVmag_1,e_MUVmag_1a,l_logMstar,logMstar,E_logMstar_1,e_logMstar_1a,l_logSFR,logSFR,E_logSFR_1,e_logSFR_1a,EWHb,e_EWHb,l_R3,R3,e_R3,l_R23,R23,e_R23,l_O32,O32,e_O32,logOH,E_logOH_1,e_logOH_1a,PFlag,MFlag,Note,ID_1,RA_1,DEC_1,X,Y,isoarea_SE,class_starSE,flags_SE,r50_SE,f_autoSE,e_autoSE,a_f001w,ell_f001w,theta_f001w,rKron_f001w,f_f435w,f_f606w,f_f775w,f_f814w,f_f105w,f_f125w,f_f140w,f_f160w,f_f090w,f_f115w,f_f150w,f_f200w,f_f277w,f_f356w,f_f410m,f_f444w,e_f435w,e_f606w,e_f775w,e_f814w,e_f105w,e_f125w,e_f140w,e_f160w,e_f090w,e_f115w,e_f150w,e_f200w,e_f277w,e_f356w,e_f410m,e_f444w,apopt,flag_1,ID_2,RA_2,DEC_2,zspec_2,zphot,EAzY_eazy_v13,EAzY_Larson,EAzY_LarsonLyaRed,flag_2,Separation_2,Separation_1,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,comment,References,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,FITS,Fnu,Flam,Separation
CEERS_00577,214.892861,52.865157,6.695,,-18.35,0.7,0.43,,7.46,0.56,0.23,,0.46,0.1,0.12,260,124,,2.9,0.8,,4.0,1.1,,,,7.2,0.19,0.2,1,R23,,50656,214.892861,52.86516,24128.627,8829.635,81.0,0.98,0.0,3.474,0.01409,0.0015,2.296828,0.165265,-89.803428,18.374622,0.0,0.00199,0.0,-0.00121,0.0,0.00974,0.0,0.01648,0.0,0.01202,0.00836,0.00706,0.00745,0.01583,0.01054,0.00581,-99.0,0.00325,-99.0,0.00324,-99.0,0.01077,-99.0,0.00818,-99.0,0.0014,0.00191,0.00128,0.00117,0.00106,0.00219,0.00145,0.28,14,50656,214.892861,52.86516,6.695,6.695,6.695,6.695,6.695,14,0.0,0.010799999996903249,j141934.29p525154.57,1,19402,214.892861,52.865157,ceers-v3_prism-clear_1345_577.spec.fits,ceers-v3,577,0,,3,6.6937,6.6937,Redshifts match v2 grade=3,KNa23  z=6.695,1,1.12,0.6,5.29,-0.7,7.1,,41.75,42.07,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_00603,214.867247,52.836737,6.059,,-19.98,0.17,1.06,,9.1,0.1,0.51,,1.19,0.12,0.16,251,69,,6.4,1.1,,9.0,1.5,,11.5,3.2,7.82,0.19,0.19,1,R23,No=3,46506,214.867244,52.836735,27930.209,8036.372,290.0,0.19,3.0,5.626,0.12571,0.00335,4.339654,0.22887,-27.453472,34.717232,0.0,0.00306,0.0,0.01484,0.0,0.02834,0.0,0.0395,0.0,0.05378,0.05908,0.05064,0.07113,0.11893,0.05988,0.08085,-99.0,0.00501,-99.0,0.00507,-99.0,0.01224,-99.0,0.01064,-99.0,0.0034,0.00432,0.00348,0.00276,0.00248,0.00448,0.00353,0.33,314,46506,214.867244,52.836735,6.059,6.059,6.059,6.059,6.059,314,0.0,0.009716201839485744,j141928.14p525012.25,4,16234,214.867247,52.836737,ceers-v3_g140m-f100lp_1345_603.spec.fits,ceers-v3,603,0,,3,6.0458,6.0458,Redshift matches ceers-v3_prism-clear_1345_603 z=6.0590,KNa23  z=6.059,1,0.59,0.98,1.88,,,,,,,,,FITS   zfit   spl,,,0.007200000005568831
CEERS_00618,214.876469,52.839412,6.055,,-19.57,0.18,0.1,,8.06,0.06,0.06,,0.81,0.11,0.14,127,45,,3.7,1.1,,5.0,1.2,>,2.7,,7.88,0.28,0.27,1,R23,No=4,44983,214.876472,52.839413,27252.264,7734.502,133.0,0.84,0.0,4.025,0.03417,0.00235,3.533043,0.36925,66.256158,28.264343,0.0,0.00448,0.0,0.01336,0.0,0.03017,0.0,0.05135,0.0,0.04786,0.04476,0.04365,0.03551,0.04861,0.03313,0.03854,-99.0,0.00496,-99.0,0.0051,-99.0,0.01353,-99.0,0.01226,-99.0,0.00371,0.00457,0.0039,0.00294,0.00278,0.00465,0.00364,0.28,14,44983,214.876472,52.839413,6.055,6.055,6.055,6.055,6.055,14,0.0,0.00745112962861903,j141930.35p525021.88,4,16236,214.876469,52.839412,ceers-v3_g235m-f170lp_1345_618.spec.fits,ceers-v3,618,0,,3,6.0489,6.0489,Redshifts match v2 grade=3,KNa23  z=6.055,1,0.49,1.7,3.1,,,,,,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_00669,214.896381,52.838514,5.273,,-19.55,0.93,0.38,,8.76,0.41,0.23,,,,,34,26,>,3.5,,,,,,,,8.18,0.23,0.23,1,R3,,36901,214.896373,52.838513,26400.557,6565.166,293.0,0.03,2.0,5.766,0.07087,0.00356,5.417822,0.452914,55.452383,43.342579,0.0,0.00437,0.0,0.03489,0.0,0.04495,0.0,0.04456,0.0,0.05549,0.04922,0.04763,0.07224,0.07611,0.09502,0.08629,-99.0,0.00756,-99.0,0.00746,-99.0,0.01361,-99.0,0.01201,-99.0,0.00484,0.00586,0.00483,0.00353,0.00346,0.00622,0.00488,0.33,314,36901,214.896373,52.838513,5.273,5.273,5.273,5.273,5.273,314,0.0,0.017765603586499052,j141935.13p525018.65,3,16246,214.896381,52.838514,ceers-v3_g395m-f290lp_1345_669.spec.fits,ceers-v3,669,0,,3,5.2721,5.2721,,KNa23  z=5.273,1,0.28,2.88,4.98,,6.4,,41.4,41.68,,,,FITS   zfit   spl,,,0.003600000014234412
CEERS_00672,214.889677,52.832977,5.666,,-16.71,0.31,1.16,,9.03,0.05,0.18,,1.2,0.11,0.15,37,11,,2.7,0.8,,5.2,1.8,>,0.8,,8.57,0.3,0.23,1,R23,Broad,36692,214.889671,52.832976,27221.426,6505.193,84.0,0.95,0.0,2.554,0.02829,0.00179,2.038216,0.060241,-82.847472,16.305727,0.0,-8.6E-4,0.0,0.00689,0.0,0.00403,0.0,9.9E-4,0.0,0.00817,0.00814,0.00884,0.01397,0.02752,0.03641,0.0484,-99.0,0.00307,-99.0,0.00307,-99.0,0.00758,-99.0,0.00658,-99.0,0.00204,0.00273,0.00219,0.00168,0.00148,0.00335,0.00278,0.28,14,36692,214.889671,52.832976,5.666,5.666,5.666,5.666,5.666,14,0.0,0.013536904783604626,j141933.52p524958.72,3,16248,214.889677,52.832977,ceers-v3_g140m-f100lp_1345_672.spec.fits,ceers-v3,672,0,,1,5.7532,1.8689,,KNa23  z=5.666 ;  DKo24  z=5.670,2,0.29,0.98,1.88,,,,,,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_00686,215.1508619,52.9895618,7.752,>,-20.42,,,<,8.44,,,,,,,,,,5.7,0.9,,,,,,,,,,0,,,20784,215.150864,52.989555,659.839,4314.583,54.0,0.95,0.0,3.256,0.06115,0.00796,1.935679,0.203563,52.142444,15.485432,0.0,-0.00322,0.0,-0.00282,0.0,0.04442,0.0,0.04414,0.0,0.0,0.0,0.0,0.0,0.03866,0.0,0.0,-99.0,0.00252,-99.0,0.00255,-99.0,0.00701,-99.0,0.0062,-99.0,-99.0,-99.0,-99.0,-99.0,0.00424,-99.0,-99.0,0.28,74,20784,215.150864,52.989555,7.752,7.752,7.752,7.752,7.752,74,0.0,0.024899405176806277,j142036.21p525922.42,1,19428,215.150862,52.989562,ceers-v3_prism-clear_1345_686.spec.fits,ceers-v3,686,0,,3,7.7531,7.7531,Redshift matches ceers-v2_prism-clear_1345_686 z=7.7511,KNa23  z=7.752 ;  MTa23  z=7.740,2,0.51,0.6,5.29,3.5,,,,42.89,,,,FITS   zfit   spl,,,0.02520093174175914
CEERS_00707,214.991908,52.925045,4.899,,-19.74,0.2,0.2,,8.76,1.09,1.09,,1.36,0.16,0.26,,,,9.0,1.7,,12.0,3.4,,6.0,1.2,7.92,0.19,0.24,0,R23,No=2,46551,214.991921,52.925042,14008.569,8024.659,96.0,0.97,0.0,4.37,0.12289,2.496447E10,3.107284,0.399883,-89.511171,24.858271,0.0,5.3E-4,0.0,0.10244,0.0,0.20595,0.0,0.17942,0.0,0.22958,0.0,0.0,0.0,0.31646,0.0,0.0,-99.0,0.01052,-99.0,0.01105,-99.0,0.02997,-99.0,0.0254,-99.0,0.03364,-99.0,-99.0,-99.0,0.02657,-99.0,-99.0,0.28,64,46551,214.991921,52.925042,4.899,4.899,4.899,4.899,4.899,64,0.0,0.030210253302533758,j141958.06p525530.16,3,16251,214.991908,52.925045,ceers-v3_g235m-f170lp_1345_707.spec.fits,ceers-v3,707,0,,3,4.897,4.897,interactive fit -1 0 1.7 10,KNa23  z=4.899,1,1.06,1.7,3.15,,,,,42.61,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_00792,214.8717663,52.8331673,6.257,,-18.84,0.24,0.33,,8.54,0.24,0.66,,0.97,0.07,0.08,144,65,,9.2,1.6,,13.4,2.3,,5.4,1.3,7.98,0.16,0.18,1,R23,,43464,214.871765,52.833165,28044.562,7509.315,408.0,0.03,2.0,5.225,0.09243,0.00598,7.269435,0.577694,-63.185734,58.155483,0.0,0.00109,0.0,-0.00602,0.0,0.01143,0.0,0.03087,0.0,0.01967,0.02188,0.0181,0.04082,0.09727,0.03516,0.06257,-99.0,0.0054,-99.0,0.0058,-99.0,0.01559,-99.0,0.01355,-99.0,0.00346,0.00444,0.00366,0.00265,0.00248,0.00465,0.00388,0.33,314,43464,214.871765,52.833165,6.257,6.257,6.257,6.257,6.257,314,0.0,0.00874942256664184,j141929.22p524959.40,3,16259,214.871766,52.833167,ceers-v3_g235m-f170lp_1345_792.spec.fits,ceers-v3,792,0,,3,6.2578,6.2594,interactive fit -1 16 1.3 11,KNa23  z=6.257 ;  RSa23  z=6.257,2,0.33,1.7,3.15,,,,,,,,,FITS   zfit   spl,,,0.00722950315181088
CEERS_00829,214.8615939,52.876159,7.167,,-19.57,0.06,0.1,,7.58,0.23,0.06,,,,,212,96,>,3.7,,,,,,,,7.92,0.37,0.37,1,R3,,69805,214.86159,52.87616,24588.799,11410.633,216.0,0.23,3.0,4.579,0.04048,0.0022,3.983126,0.25713,-15.764115,31.865011,0.0,-0.00213,0.0,-0.00331,0.0,0.02982,0.0,0.02811,0.0,0.02763,0.02546,0.01999,0.01764,0.01922,0.06357,0.03723,-99.0,0.00292,-99.0,0.00331,-99.0,0.0087,-99.0,0.00768,-99.0,0.00163,0.002,0.00125,0.00148,0.00131,0.00233,0.00154,0.28,314,69805,214.86159,52.87616,7.167,7.167,7.167,7.167,7.167,314,0.0,0.009206713441686824,j141926.78p525234.17,1,19533,214.861594,52.876159,ceers-v3_prism-clear_1345_829.spec.fits,ceers-v3,829,0,,3,7.1695,7.1695,Redshifts match v2 grade=3,KEHe22  z=7.167 ;  KNa23  z=7.167,2,1.34,0.6,5.29,-1.3,,,,42.46,,,,FITS   zfit   spl,,,0.0036065507164303647
CEERS_00933,214.8337227,52.8682822,4.243,,-20.64,0.09,0.3,,8.13,0.54,0.05,,1.78,0.05,0.06,171,25,,8.8,1.2,,12.8,1.8,>,6.7,,7.96,0.16,0.17,1,R23,,60839,214.83372,52.868282,26615.748,12338.063,469.0,0.97,3.0,4.29,0.24124,0.0036,4.23496,0.025196,8.506933,33.879681,0.0,0.06351,0.0,0.15267,0.0,0.15547,0.0,0.17844,0.0,0.18905,0.19944,0.2247,0.48069,0.29413,0.16278,0.17574,-99.0,0.00411,-99.0,0.00535,-99.0,0.01287,-99.0,0.01143,-99.0,0.00353,0.0042,0.0036,0.00356,0.00305,0.00496,0.00388,0.33,314,60839,214.83372,52.868282,4.243,4.243,4.243,4.243,4.243,314,0.0,0.0059114831277579764,j141920.09p525205.82,1,19604,214.833723,52.868282,ceers-v3_prism-clear_1345_933.spec.fits,ceers-v3,933,0,,3,4.2331,4.2331,Redshifts match v2 grade=3,KNa23  z=4.243,1,2.18,1.45,5.29,,36.9,,42.3,42.9,,,,FITS   zfit   spl,,,6.51941309288353E-4
CEERS_01019,215.0353914,52.8906618,8.681,,-22.44,0.45,0.17,,10.12,0.12,0.11,,1.97,0.04,0.05,81,11,,8.1,1.0,,11.0,1.3,,13.6,1.6,8.04,0.17,0.17,1,R23,No=2,9213,215.03539,52.890669,15106.314,2954.585,1479.0,0.06,2.0,5.634,0.56201,0.00382,7.738103,0.2375,44.043111,61.904827,0.0,0.00615,0.0,0.00857,0.0,0.20066,0.0,0.36168,0.0,0.1241,0.34732,0.33595,0.38949,0.47744,0.50098,1.23114,-99.0,0.00868,-99.0,0.00742,-99.0,0.01702,-99.0,0.01439,-99.0,0.00269,0.00341,0.00275,0.00277,0.00234,0.00701,0.0044,0.33,314,9213,215.03539,52.890669,8.679,8.679,8.679,8.679,8.679,314,0.0,0.026097758646231498,j142008.49p525326.40,5,21908,215.035388,52.890671,rubies-egs52-nod-v3_g395m-f290lp_4233_8488.spec.fits,rubies-egs52-nod-v3,8488,0,,3,8.6791,8.6791,Redshift matches rubies-egs52-v3_g395m-f290lp_4233_8488 z=8.6791,MTa23  z=8.678 ;  KNa23  z=8.681 ;  YIs23  z=8.679 ;  RSa23  z=8.679 ;  RLa23  z=8.679,5,1.91,2.88,4.95,,,,,43.81,,,,FITS   zfit   spl,,,0.01031387845629792
CEERS_01025,214.9675468,52.932953,8.714,>,-20.61,,,<,8.54,,,<,1.31,,,,,,5.3,1.2,,7.4,1.7,,8.3,2.5,7.64,0.18,0.2,0,R23,,56593,214.967525,52.932951,14430.34,9983.466,238.0,0.99,0.0,3.59,0.09154,0.00293,3.309024,0.154783,28.361177,26.472193,0.0,-0.00319,0.0,0.00245,0.07506,0.07199,0.0,0.14198,0.0,0.05649,0.13359,0.12395,0.1062,0.09716,0.09665,0.14317,-99.0,0.00408,-99.0,0.00486,0.02894,0.01162,-99.0,0.00897,-99.0,0.00266,0.00405,0.00348,0.00316,0.0022,0.00486,0.00476,0.28,13,56593,214.967525,52.932951,8.715,8.715,8.715,8.715,8.715,13,0.0,0.04784856640715764,j141952.21p525558.63,3,16017,214.967547,52.932953,ceers-v3_g395m-f290lp_1345_1025.spec.fits,ceers-v3,1025,0,,3,8.7144,8.7144,,KNa23  z=8.714 ;  MTa23  z=8.715,2,0.58,2.88,5.2,,,,,42.92,,,,FITS   zfit   spl,,,0.007213067161118796
CEERS_01027,214.8829941,52.8404159,7.825,,-20.73,0.12,0.14,,8.12,0.34,0.05,,1.23,0.03,0.03,175,14,,7.4,0.5,,9.9,0.7,,21.5,5.5,7.83,0.2,0.15,1,direct,No=4,43388,214.882991,52.840415,26854.66,7452.194,306.0,0.99,0.0,3.783,0.11507,0.00286,3.827729,0.20104,1.487775,30.621832,0.0,-8.6E-4,0.0,-0.00101,0.0,0.06207,0.0,0.08045,0.0,0.05784,0.07731,0.06869,0.06784,0.07375,0.0742,0.17835,-99.0,0.00398,-99.0,0.00385,-99.0,0.00989,-99.0,0.00874,-99.0,0.00265,0.00322,0.00274,0.00239,0.00206,0.00385,0.00318,0.33,14,43388,214.882991,52.840415,7.82,7.82,7.82,7.82,7.82,14,0.0,0.00747926533597874,j141931.92p525025.50,6,21944,214.882994,52.840416,ceers-v3_g140m-f100lp_1345_1027.spec.fits,ceers-v3,1027,0,,3,7.8251,7.8251,Redshifts match v2 grade=3,RSa23  z=7.819,1,0.92,0.98,1.83,11.0,,,,,,,,FITS   zfit   spl,,,0.0036065615062627634
CEERS_01065,215.1168542,53.0010814,6.19,>,-20.31,,,<,8.91,,,<,2.0,,,,,,10.8,3.2,,17.6,5.1,,2.5,0.3,7.99,0.15,0.15,0,R23,,41105,215.11686,53.001107,1203.0,7081.997,18.0,0.92,2.0,5.642,0.1299,2.696471E10,1.551487,0.53874,-89.095444,12.704633,0.0,0.00431,0.0,-0.0074,-0.02525,0.03573,0.0,0.03593,0.0,0.04378,0.0,0.0,0.0,0.07562,0.0,0.0,-99.0,0.00479,-99.0,0.00456,0.06401,0.01155,-99.0,0.01043,-99.0,0.01698,-99.0,-99.0,-99.0,0.00742,-99.0,-99.0,0.28,363,41105,215.11686,53.001107,6.19,6.19,6.19,6.19,6.19,363,0.0,0.09301268399255087,j142028.05p530003.89,1,18879,215.116854,53.001081,ceers-v3_prism-clear_1345_1065.spec.fits,ceers-v3,1065,0,,3,6.1879,6.1879,Redshift matches ceers-v2_prism-clear_1345_1065 z=6.1885,KNa23  z=6.190,1,3.27,0.6,5.29,-2.0,25.1,,42.46,42.84,,,,FITS   zfit   spl,,,0.0936010029113682
CEERS_01102,215.0910473,52.9542849,6.994,>,-20.32,,,<,8.75,,,,,,,,,>,4.9,,,,,,,,7.97,0.28,0.28,0,R3,,25126,215.091029,52.954313,6684.222,4852.201,33.0,0.98,0.0,3.149,0.03342,0.00575,2.013998,0.39626,-17.15454,16.111982,0.0,-0.0057,0.0,-0.00109,0.01997,0.06105,0.0,0.03428,0.0,0.03722,0.0,0.0,0.0,0.04108,0.0,0.0,-99.0,0.0044,-99.0,0.00405,0.00733,0.00876,-99.0,0.0082,-99.0,0.00478,-99.0,-99.0,-99.0,0.00585,-99.0,-99.0,0.28,63,25126,215.091029,52.954313,6.994,6.994,6.994,6.994,6.994,63,0.0,0.1086674018623218,j142021.85p525715.43,1,18889,215.091047,52.954285,ceers-v3_prism-clear_1345_1102.spec.fits,ceers-v3,1102,0,,3,6.9909,6.9909,Redshifts match v2 grade=3,MTa23  z=7.000 ;  KNa23  z=6.994,2,1.55,0.6,5.29,-1.8,5.5,,41.83,42.2,,,,FITS   zfit   spl,,,0.10080209990242232
CEERS_01142,215.0607164,52.9587084,6.957,,-21.64,0.14,0.14,,9.41,0.17,0.17,,,,,,,>,2.7,,,,,,,,7.98,0.26,0.26,0,R3,,39530,215.060716,52.958728,7704.601,6862.605,32.0,0.95,0.0,3.492,0.04327,0.00936,1.5367,0.127995,-21.086608,12.293599,0.0,-0.00143,0.0,-0.00102,0.02252,0.02154,0.0,0.01663,0.0,0.0,0.0,0.0,0.0,0.02316,0.0,0.0,-99.0,0.00224,-99.0,0.00292,0.00388,0.00458,-99.0,0.00415,-99.0,-99.0,-99.0,-99.0,-99.0,0.0041,-99.0,-99.0,0.28,73,39530,215.060716,52.958728,6.957,6.957,6.957,6.957,6.957,73,0.0,0.07056533184321877,j142014.57p525731.35,4,16025,215.060716,52.958708,ceers-v3_g395m-f290lp_1345_1142.spec.fits,ceers-v3,1142,0,,3,6.9383,6.9383,Redshifts match v2 grade=3,KNa23  z=6.957,1,0.05,2.88,5.2,,,,,41.97,,,,FITS   zfit   spl,,,0.07200522520653302
CEERS_01207,214.9600055,52.8311713,4.897,,-20.68,0.04,0.08,,8.81,0.05,0.05,,,,,16,14,>,4.7,,,,,,,,7.96,0.29,0.29,1,R3,,6416,214.959995,52.831171,24083.527,2481.048,423.0,0.03,3.0,5.748,0.15983,0.00403,5.498111,0.329142,-10.876749,43.98489,0.0,0.04736,0.0,0.1662,0.0,0.19654,0.0,0.15743,0.0,0.18084,0.1637,0.1565,0.24438,0.20031,0.22406,0.21039,-99.0,0.01494,-99.0,0.00954,-99.0,0.01908,-99.0,0.01725,-99.0,0.0036,0.00657,0.00508,0.00573,0.00364,0.00777,0.00512,0.33,314,6416,214.959995,52.831171,4.897,4.897,4.897,4.897,4.897,314,0.0,0.02286298551015002,j141950.40p524952.22,3,16037,214.960005,52.831171,ceers-v3_g235m-f170lp_1345_1207.spec.fits,ceers-v3,1207,0,,3,4.897,4.897,,KNa23  z=4.897,1,0.58,1.7,3.15,,,,,42.04,,,,FITS   zfit   spl,,,0.001087498207823832
CEERS_01236,215.1452982,52.9672786,4.48,,-19.61,0.27,0.23,,8.91,0.18,0.18,,0.24,0.11,0.15,34,15,,3.3,1.0,,5.4,1.7,>,2.9,,7.55,0.29,0.28,1,R23,"No=2, Broad",9517,215.145281,52.967289,2952.123,2883.76,388.0,0.08,0.0,5.261,0.15442,0.00398,5.021129,0.309153,-21.783984,40.169033,0.0,0.01796,0.0,0.11513,0.0,0.11265,0.0,0.10777,0.0,0.11473,0.12136,0.15691,0.25166,0.21146,0.18643,0.18055,-99.0,0.00946,-99.0,0.00892,-99.0,0.0138,-99.0,0.01389,-99.0,0.00438,0.00594,0.00499,0.00587,0.00359,0.00815,0.00796,0.5,14,9517,215.145281,52.967289,4.48,4.48,4.48,4.48,4.48,14,0.0,0.052844043164754086,j142034.87p525802.20,4,16040,215.145298,52.967279,ceers-v3_g235m-f170lp_1345_1236.spec.fits,ceers-v3,1236,0,,3,4.4831,4.4831,Redshift matches ceers-v3_prism-clear_1345_1236 z=4.4893,KNa23  z=4.480,1,0.75,1.7,3.15,,,,,41.69,,,,FITS   zfit   spl,,,0.0360026115682233
CEERS_01289,214.9476341,52.837098,4.88,,-20.12,0.04,0.07,,8.56,0.05,0.05,,0.79,0.07,0.09,60,11,,5.1,1.0,,8.5,1.6,,3.4,0.6,8.12,0.15,0.37,1,R23,,15059,214.94765,52.837091,24122.57,3623.036,601.0,0.03,3.0,6.672,0.13904,0.00562,7.287446,0.401721,-16.091078,58.299568,0.0,0.00578,0.0,0.07039,0.0,0.0876,0.0,0.09323,0.0,0.09832,0.08789,0.10043,0.19161,0.13795,0.16584,0.12647,-99.0,0.0115,-99.0,0.0084,-99.0,0.01745,-99.0,0.01528,-99.0,0.00324,0.00571,0.00472,0.00447,0.00333,0.007,0.00506,0.33,314,15059,214.94765,52.837091,4.88,4.88,4.88,4.88,4.88,314,0.0,0.04278620423675726,j141947.43p525013.55,3,16045,214.947634,52.837098,ceers-v3_g235m-f170lp_1345_1289.spec.fits,ceers-v3,1289,0,,3,4.8803,4.8803,,KNa23  z=4.880,1,0.72,1.7,3.01,,,,,42.18,,,,FITS   zfit   spl,,,0.0252009383246818
CEERS_01294,214.9552513,52.8428999,4.999,,-20.86,0.12,0.08,,8.89,0.14,0.07,,1.44,0.09,0.11,43,11,,11.2,2.5,,17.0,3.9,,3.8,0.8,7.98,0.14,0.14,1,R23,,15380,214.95526,52.842889,23235.227,3653.926,405.0,0.04,3.0,5.256,0.15774,0.00335,4.529929,0.090208,70.551276,36.239429,0.0,0.01663,0.0,0.10661,0.0,0.08041,0.0,0.07745,0.0,0.11265,0.11534,0.10182,0.17828,0.1324,0.18798,0.15564,-99.0,0.00571,-99.0,0.00585,-99.0,0.01252,-99.0,0.01084,-99.0,0.00227,0.00406,0.00317,0.00346,0.00235,0.0056,0.00331,0.33,314,15380,214.95526,52.842889,4.999,4.999,4.999,4.999,4.999,314,0.0,0.04356195812390952,j141949.26p525034.44,3,16046,214.955251,52.8429,ceers-v3_g235m-f170lp_1345_1294.spec.fits,ceers-v3,1294,0,,3,4.9981,4.9981,,KNa23  z=4.999,1,0.59,1.7,3.15,,,,,42.4,,,,FITS   zfit   spl,,,0.03960537242210027
CEERS_01324,215.0305739,52.9026048,5.007,,-19.94,0.11,0.07,,8.53,0.05,0.05,,0.66,0.1,0.13,62,16,,4.5,1.2,,5.8,1.5,>,2.2,,7.61,0.28,0.26,1,R23,,19159,215.03054,52.902594,14245.433,4150.433,404.0,0.22,1.0,6.593,0.1002,0.0035,5.920331,0.455899,-37.135421,47.362652,0.0,0.01445,0.0,0.11532,0.0,0.12413,0.0,0.06774,0.0,0.13016,0.11021,0.10919,0.16139,0.12382,0.14917,0.14052,-99.0,0.01132,-99.0,0.01019,-99.0,0.02134,-99.0,0.01779,-99.0,0.00355,0.00415,0.00342,0.00369,0.00289,0.00911,0.00546,0.5,114,19159,215.03054,52.902594,5.007,5.007,5.007,5.007,5.007,114,0.0,0.08324810204701878,j142007.34p525409.38,3,16048,215.030574,52.902605,ceers-v3_g235m-f170lp_1345_1324.spec.fits,ceers-v3,1324,0,,3,5.0071,5.0071,Redshift matches ceers-v3_g395m-f290lp_1345_1324 z=5.0071,KNa23  z=5.007,1,0.47,1.7,3.15,,,,,,,,,FITS   zfit   spl,,,0.03960059532741302
CEERS_01358,215.0909401,52.951531,5.504,,-19.69,0.05,0.05,,8.39,0.05,0.05,,0.95,0.1,0.14,39,11,,9.6,2.6,,14.3,4.0,>,3.7,,8.06,0.24,0.24,1,R3,,23057,215.090941,52.951543,6941.117,4641.093,384.0,0.66,3.0,4.354,0.13209,0.00294,4.777282,0.32972,36.923954,38.218254,0.0,-0.00282,0.0,0.01815,0.05661,0.04191,0.0,0.04821,0.0,0.05584,0.05553,0.05831,0.07657,0.12302,0.1238,0.10272,-99.0,0.00445,-99.0,0.00457,0.008,0.00915,-99.0,0.00888,-99.0,0.00239,0.00351,0.00285,0.00219,0.00189,0.00432,0.00346,0.33,313,23057,215.090941,52.951543,5.504,5.504,5.504,5.504,5.504,313,0.0,0.043244081338250896,j142021.83p525705.51,3,16049,215.09094,52.951531,ceers-v3_g235m-f170lp_1345_1358.spec.fits,ceers-v3,1358,0,,3,5.5042,5.5042,,KNa23  z=5.504,1,0.65,1.7,3.1,,,,,,,,,FITS   zfit   spl,,,0.04320054447632268
CEERS_01365,215.0268968,52.9072017,4.307,,-19.73,0.32,0.35,,9.05,0.08,0.32,,1.32,0.07,0.08,238,56,,4.2,0.8,,7.5,1.4,,2.4,0.6,8.34,0.19,0.17,1,R23,,23604,215.02691,52.907203,13995.137,4709.228,543.0,0.03,0.0,5.543,0.16833,0.00258,5.792084,0.357603,8.694878,46.336674,0.0,0.02987,0.0,0.12196,0.0,0.09779,0.0,0.13749,0.0,0.13196,0.13039,0.16407,0.25429,0.20922,0.16694,0.18135,-99.0,0.00857,-99.0,0.00796,-99.0,0.01718,-99.0,0.01422,-99.0,0.00284,0.00335,0.00281,0.00289,0.00229,0.0075,0.00432,0.5,14,23604,215.02691,52.907203,4.307,4.307,4.307,4.307,4.307,14,0.0,0.029039276789680026,j142006.46p525425.93,4,21902,215.026897,52.907202,ceers-v3_g235m-f170lp_1345_1365.spec.fits,ceers-v3,1365,0,,3,4.3065,4.3065,,KNa23  z=4.307,1,1.19,1.7,3.15,,,,,42.21,,,,FITS   zfit   spl,,,0.0036260946646364278
CEERS_01374,214.943911,52.8500419,4.999,,-21.48,0.07,0.11,,9.17,0.18,0.06,,1.81,0.04,0.05,131,27,,7.2,1.1,,10.6,1.6,,5.2,0.6,7.9,0.15,0.16,1,R23,No=2,24500,214.943897,52.850052,23114.422,4838.15,499.0,0.48,3.0,5.374,0.28441,0.00377,5.278022,0.262911,64.023368,42.224174,0.0,0.01776,0.0,0.14395,0.0,0.16174,0.0,0.17822,0.0,0.18406,0.18788,0.19951,0.42358,0.24894,0.44165,0.30149,-99.0,0.00643,-99.0,0.00575,-99.0,0.01379,-99.0,0.01185,-99.0,0.00264,0.00495,0.00404,0.00407,0.00292,0.00617,0.00398,0.33,314,24500,214.943897,52.850052,5.002,5.002,5.002,5.002,5.002,314,0.0,0.04741775385302814,j141946.54p525100.15,4,16051,214.943911,52.850042,ceers-v3_g140m-f100lp_1345_1374.spec.fits,ceers-v3,1374,0,,3,4.9957,4.9957,Redshifts match v2 grade=3,YIs23  z=5.000 ;  KNa23  z=4.999,2,1.54,0.98,1.88,,,,,,,,,FITS   zfit   spl,,,0.035999999982044166
