ID,RAdeg,DEdeg,zspec_1,l_MUVmag,MUVmag,E_MUVmag_1,e_MUVmag_1a,l_logMstar,logMstar,E_logMstar_1,e_logMstar_1a,l_logSFR,logSFR,E_logSFR_1,e_logSFR_1a,EWHb,e_EWHb,l_R3,R3,e_R3,l_R23,R23,e_R23,l_O32,O32,e_O32,logOH,E_logOH_1,e_logOH_1a,PFlag,MFlag,Note,ID_1,RA_1,DEC_1,X,Y,isoarea_SE,class_starSE,flags_SE,r50_SE,f_autoSE,e_autoSE,a_f001w,ell_f001w,theta_f001w,rKron_f001w,f_f435w,f_f606w,f_f775w,f_f814w,f_f105w,f_f125w,f_f140w,f_f160w,f_f090w,f_f115w,f_f150w,f_f200w,f_f277w,f_f356w,f_f410m,f_f444w,e_f435w,e_f606w,e_f775w,e_f814w,e_f105w,e_f125w,e_f140w,e_f160w,e_f090w,e_f115w,e_f150w,e_f200w,e_f277w,e_f356w,e_f410m,e_f444w,apopt,flag_1,ID_2,RA_2,DEC_2,zspec_2,zphot,EAzY_eazy_v13,EAzY_Larson,EAzY_LarsonLyaRed,flag_2,Separation_2,Separation_1,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,comment,References,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,FITS,Fnu,Flam,Separation
CEERS_80374,214.898074,52.824895,7.174,,-18.09,6.67,2.38,,9.0,0.07,0.4,,,,,125,36,,3.5,1.0,,,,,,,7.61,0.3,0.31,1,R3,,29200,214.898061,52.824895,27566.588,5413.678,64.0,0.96,2.0,7.287,0.02369,0.00294,2.063685,0.068352,49.957534,16.509483,0.0,-0.00618,0.0,0.00521,0.0,0.0165,0.0,0.00683,0.0,0.02344,0.01534,0.01422,0.01648,0.01586,0.05627,0.03178,-99.0,0.00614,-99.0,0.00737,-99.0,0.01742,-99.0,0.01514,-99.0,0.00312,0.0058,0.00462,0.00386,0.00265,0.0065,0.00384,0.28,14,29200,214.898061,52.824895,7.174,7.174,7.174,7.174,7.174,14,0.0,0.02827903879952391,j141935.54p524929.62,1,19480,214.898074,52.824895,ceers-v3_prism-clear_1345_80374.spec.fits,ceers-v3,80374,0,,3,7.1776,7.1776,Redshifts match v2 grade=3,KNa23  z=7.174,1,0.66,0.6,5.29,-0.5,,,,42.13,,,,FITS   zfit   spl,,,0.0
CEERS_80432,214.812056,52.746747,7.477,,-20.05,0.04,0.02,,8.5,0.05,0.05,,,,,123,20,,7.0,1.2,,,,,,,8.1,0.25,0.25,1,R3,,18909,214.812051,52.746744,38755.816,4104.17,228.0,0.59,0.0,4.409,0.06818,0.00318,3.749627,0.210833,57.267055,29.997017,0.0,-0.00389,0.0,0.0086,0.03655,0.05157,0.0,0.08745,0.0,0.07385,0.08362,0.07252,0.06191,0.07588,0.26765,0.14412,-99.0,0.00919,-99.0,0.01054,0.04935,0.01759,-99.0,0.01877,-99.0,0.00411,0.00493,0.00426,0.00347,0.00315,0.00683,0.00487,0.28,13,18909,214.812051,52.746744,7.477,7.477,7.477,7.477,7.477,13,0.0,0.015341613952058821,j141914.89p524448.29,1,19485,214.812056,52.746747,ceers-v3_prism-clear_1345_80432.spec.fits,ceers-v3,80432,0,,3,7.4757,7.4757,Redshift matches ceers-v2_prism-clear_1345_80432 z=7.4763,KNa23  z=7.477,1,1.98,0.6,5.29,-0.5,,,,42.76,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_80445,214.843115,52.747886,7.509,,-19.66,0.03,0.02,,8.34,0.05,0.05,,,,,8,18,>,3.1,,,,,,,,,,,1,,,6440,214.843085,52.74788,37193.777,2473.071,177.0,0.49,0.0,7.179,0.07111,1.393694E11,4.498765,0.440967,47.249391,35.99012,0.0,0.00305,0.0,-0.00134,0.00745,0.04072,0.0,0.05568,0.0,0.05669,0.06041,0.05425,0.04542,0.05259,0.09641,0.06308,-99.0,0.00949,-99.0,0.00847,0.03707,0.01425,-99.0,0.01494,-99.0,0.00393,0.0047,0.00399,0.00441,0.00438,0.00903,0.00691,0.28,113,6440,214.843085,52.74788,7.509,7.509,7.509,7.509,7.509,113,0.0,0.0688508612441997,j141922.35p524452.39,1,19486,214.843115,52.747886,ceers-v3_prism-clear_1345_80445.spec.fits,ceers-v3,80445,0,,3,7.5114,7.5114,Redshift matches ceers-v2_prism-clear_1345_80445 z=7.5103,KNa23  z=7.509,1,1.18,0.6,5.29,-1.0,,,,42.04,,,,FITS   zfit   spl,,,0.021599999993806497
CEERS_80573,214.773924,52.780599,5.428,,-19.7,0.02,0.07,,8.4,0.06,0.05,,,,,51,21,>,5.2,,,,,,,,7.97,0.27,0.27,1,R3,,50664,214.773909,52.780597,37446.852,8843.255,226.0,0.92,0.0,4.826,0.09313,0.00487,3.638407,0.228653,-24.026816,29.107258,0.0,0.00496,0.0,0.04733,0.0,0.04444,0.0,0.06097,0.0,0.06122,0.05451,0.05197,0.05535,0.07887,0.08658,0.06643,-99.0,0.00515,-99.0,0.00543,-99.0,0.01197,-99.0,0.01134,-99.0,0.00272,0.00349,0.0028,0.00256,0.00232,0.00428,0.0038,0.28,114,50664,214.773909,52.780597,5.428,5.428,5.428,5.428,5.428,114,0.0,0.033447063484926993,j141905.74p524650.16,1,19489,214.773924,52.780599,ceers-v3_prism-clear_1345_80573.spec.fits,ceers-v3,80573,0,,3,5.4289,5.4289,Redshifts match v2 grade=3,KNa23  z=5.428,1,1.9,0.6,5.29,4.3,13.7,,41.97,42.37,,,,FITS   zfit   spl,,,0.007200000005568831
CEERS_80576,214.769627,52.77294,5.45,,-19.13,0.11,0.07,,8.26,0.06,0.05,,0.88,0.07,0.08,196,34,,6.1,1.1,,8.1,1.4,>,5.8,,7.69,0.39,0.22,1,R23,,48886,214.769618,52.772937,38349.633,8486.978,154.0,0.98,0.0,3.16,0.04449,0.00259,2.874568,0.175101,-29.438071,22.996544,0.0,0.0021,0.0,0.00892,0.0,0.00646,0.0,0.00704,0.0,0.01471,0.01068,0.01054,0.01537,0.03274,0.03593,0.02276,-99.0,0.0031,-99.0,0.00314,-99.0,0.00636,-99.0,0.00735,-99.0,0.00169,0.002,0.00169,0.00147,0.00123,0.00211,0.00213,0.28,14,48886,214.769618,52.772937,5.45,5.45,5.45,5.45,5.45,14,0.0,0.0223796107709327,j141904.71p524622.58,1,19491,214.769627,52.77294,ceers-v3_prism-clear_1345_80576.spec.fits,ceers-v3,80576,0,,3,5.4444,5.4444,Redshifts match v2 grade=3,KNa23  z=5.450,1,1.79,0.6,5.29,1.3,18.2,,42.11,42.58,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_80596,214.771865,52.778189,6.542,,-18.54,0.35,0.09,,8.17,0.3,0.12,,,,,61,30,>,3.8,,,,,,,,8.23,0.23,0.23,1,R3,,50346,214.771855,52.77819,37763.59,8770.394,125.0,0.89,0.0,4.445,0.0355,0.00354,3.539209,0.384433,-21.803903,28.313673,0.0,-0.00302,0.0,-0.00939,0.0,0.00796,0.0,0.002,0.0,0.01928,0.01898,0.01926,0.02471,0.03264,0.023,0.03399,-99.0,0.00554,-99.0,0.00559,-99.0,0.01239,-99.0,0.01101,-99.0,0.00269,0.00327,0.00293,0.00266,0.00233,0.0042,0.00416,0.28,14,50346,214.771855,52.77819,6.542,6.542,6.542,6.542,6.542,14,0.0,0.022072045138044123,j141905.25p524641.48,1,19492,214.771865,52.778189,ceers-v3_prism-clear_1345_80596.spec.fits,ceers-v3,80596,0,,3,6.5391,6.5391,Redshifts match v2 grade=3,KNa23  z=6.542,1,1.02,0.6,5.29,0.8,6.4,,41.86,42.33,,,,FITS   zfit   spl,,,0.003600000014234412
CEERS_80710,214.884985,52.836045,6.545,,-17.85,0.34,1.44,,8.16,0.29,0.28,,,,,70,79,>,3.6,,,,,,,,8.19,0.23,0.23,1,R3,,40527,214.884973,52.836045,27161.342,7003.197,62.0,0.95,0.0,3.142,0.0175,0.00219,1.96527,0.088015,-78.891377,15.722158,0.0,-0.00612,0.0,-3.7E-4,0.0,1.0E-4,0.0,0.01059,0.0,0.01465,0.01259,0.00841,0.00974,0.02463,0.01225,0.02126,-99.0,0.00459,-99.0,0.00452,-99.0,0.01283,-99.0,0.01141,-99.0,0.00332,0.00406,0.00373,0.00247,0.00232,0.00432,0.0039,0.28,14,40527,214.884973,52.836045,6.545,6.545,6.545,6.545,6.545,14,0.0,0.026097029063122543,j141932.40p525009.76,1,19495,214.884985,52.836045,ceers-v3_prism-clear_1345_80710.spec.fits,ceers-v3,80710,0,,3,6.5451,6.5451,Redshifts match v2 grade=3,KNa23  z=6.545,1,0.31,0.6,5.29,-0.2,6.5,,41.74,42.14,,,,FITS   zfit   spl,,,0.0
CEERS_80916,214.89163,52.815943,5.674,,-17.88,0.53,0.53,,8.44,0.05,0.23,,0.78,0.08,0.1,176,41,,6.3,1.3,,8.0,1.7,>,5.4,,7.73,0.35,0.26,1,R23,,26616,214.891624,52.815942,28687.529,5073.812,161.0,0.97,3.0,3.01,0.04718,0.00194,2.673112,0.06244,-29.996091,21.384895,0.0,-9.8E-4,0.0,0.00994,0.0,0.02333,0.0,0.02896,0.0,0.02433,0.02485,0.02114,0.02245,0.05379,0.02085,0.03953,-99.0,0.00357,-99.0,0.00355,-99.0,0.00994,-99.0,0.00863,-99.0,0.00161,0.00279,0.00236,0.00191,0.00151,0.00316,0.00195,0.28,314,26616,214.891624,52.815942,5.674,5.674,5.674,5.674,5.674,314,0.0,0.01354183725097183,j141933.99p524857.39,1,19496,214.89163,52.815943,ceers-v3_prism-clear_1345_80916.spec.fits,ceers-v3,80916,0,,3,5.6739,5.6739,Redshift matches ceers-v2_prism-clear_1345_80916 z=5.6744,KNa23  z=5.674,1,2.08,0.6,5.29,5.7,29.9,,42.21,42.53,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_80954,214.918183,52.811826,5.93,,-17.72,0.13,0.06,,7.6,0.05,0.05,,0.14,0.11,0.14,151,43,,5.0,1.5,,,,,,,7.8,0.3,0.37,1,R3,,12864,214.91818,52.811821,27816.947,3285.894,49.0,0.96,0.0,3.115,0.00961,0.00147,2.233238,0.331867,-27.526002,17.865906,0.0,-0.00339,0.0,0.00862,0.0,0.00777,0.0,0.002,0.0,0.01488,0.01312,0.0108,0.00985,0.01184,-0.00189,0.01381,-99.0,0.00521,-99.0,0.00448,-99.0,0.01209,-99.0,0.01137,-99.0,0.00166,0.00315,0.0026,0.00216,0.00162,0.00415,0.00211,0.28,14,12864,214.91818,52.811821,5.93,5.93,5.93,5.93,5.93,14,0.0,0.019147151591124064,j141940.36p524842.57,1,19501,214.918183,52.811826,ceers-v3_prism-clear_1345_80954.spec.fits,ceers-v3,80954,0,,3,6.165,6.165,Redshift matches ceers-v2_prism-clear_1345_80954 z=6.1648,KNa23  z=5.930,1,0.67,0.6,5.29,2.6,3.6,,41.25,41.43,,,,FITS   zfit   spl,,,0.01800000000247208
CEERS_81018,214.805476,52.75473,5.861,,-19.04,0.07,0.06,,8.14,0.1,0.05,,,,,13,16,>,1.6,,,,,,,,8.12,0.26,0.26,1,R3,,26785,214.805475,52.754733,38333.406,5088.377,128.0,0.65,0.0,3.87,0.03484,0.00264,2.95559,0.145882,35.567454,23.644716,0.0,-0.0021,0.0,0.01001,0.02457,0.00809,0.0,0.02411,0.0,0.02805,0.02166,0.01836,0.02458,0.03406,0.0251,0.03278,-99.0,0.00531,-99.0,0.00616,0.03024,0.01125,-99.0,0.01149,-99.0,0.00245,0.00309,0.00248,0.00219,0.00199,0.00356,0.00288,0.28,13,26785,214.805475,52.754733,5.861,5.861,5.861,5.861,5.861,13,0.0,0.01101758883602786,j141913.31p524517.03,1,19503,214.805476,52.75473,ceers-v3_prism-clear_1345_81018.spec.fits,ceers-v3,81018,0,,3,5.8641,5.8641,Redshifts match v2 grade=3,KNa23  z=5.861,1,1.88,0.6,5.29,-2.8,8.0,,41.56,41.59,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_81022,214.800449,52.748889,5.3,,-18.63,0.05,0.0,,7.94,0.05,0.05,,,,,38,30,>,4.6,,,,,,,,7.96,0.29,0.29,1,R3,,25502,214.800445,52.748887,39104.738,4913.488,105.0,0.96,0.0,3.107,0.03028,0.00197,2.744143,0.342943,20.875133,21.953146,0.0,3.1E-4,0.0,0.0046,0.00944,0.01901,0.0,0.01931,0.0,0.01473,0.01454,0.01432,0.01578,0.02194,0.02695,0.02393,-99.0,0.00353,-99.0,0.00418,0.02186,0.00785,-99.0,0.00812,-99.0,0.00171,0.00202,0.00166,0.00137,0.0012,0.0024,0.00185,0.28,113,25502,214.800445,52.748887,5.3,5.3,5.3,5.3,5.3,113,0.0,0.01130560049982768,j141912.11p524456.00,1,19504,214.800449,52.748889,ceers-v3_prism-clear_1345_81022.spec.fits,ceers-v3,81022,0,,3,5.2934,5.2934,Redshift matches ceers-v2_prism-clear_1345_81022 z=5.2932,KNa23  z=5.300,1,1.38,0.6,5.29,-3.2,8.6,,41.57,42.1,,,,FITS   zfit   spl,,,0.007199999982668837
CEERS_81026,214.809841,52.754218,5.433,,-18.28,0.05,0.33,,8.67,0.19,0.09,,,,,75,38,>,9.1,,,,,,,,,,,1,,,24671,214.809839,52.754228,38174.699,4807.397,56.0,0.97,3.0,3.345,0.0381,0.00192,2.60438,0.458922,-30.889214,20.835041,0.0,-0.00186,0.0,0.00542,0.00404,0.01701,0.0,0.00985,0.0,0.01396,0.01547,0.01563,0.02123,0.04193,0.04398,0.03406,-99.0,0.00492,-99.0,0.00559,0.02893,0.0105,-99.0,0.01009,-99.0,0.00224,0.00287,0.00237,0.00209,0.00172,0.00344,0.00291,0.28,313,24671,214.809839,52.754228,5.433,5.433,5.433,5.433,5.433,313,0.0,0.036262783945439164,j141914.36p524515.18,1,19505,214.809841,52.754218,ceers-v3_prism-clear_1345_81026.spec.fits,ceers-v3,81026,0,,3,5.4263,5.4263,Redshifts match v2 grade=3,KNa23  z=5.433,1,0.59,0.6,5.29,-1.8,16.1,,42.04,42.52,,,,FITS   zfit   spl,,,0.03600000000494416
CEERS_81032,214.812625,52.754849,5.427,,-19.28,0.09,0.1,,8.25,0.13,0.05,,,,,45,16,>,7.0,,,,,,,,,,,1,,,23750,214.812619,52.754849,37987.316,4701.552,184.0,0.77,0.0,4.033,0.05421,0.00264,3.960169,0.410227,0.118055,31.681349,0.0,-9.6E-4,0.0,0.01584,0.03127,0.03321,0.0,0.03286,0.0,0.03808,0.03429,0.0311,0.03725,0.04639,0.05389,0.037,-99.0,0.00475,-99.0,0.00541,0.02735,0.00974,-99.0,0.01043,-99.0,0.00238,0.00303,0.00242,0.00209,0.00173,0.00344,0.00276,0.28,13,23750,214.812619,52.754849,5.427,5.427,5.427,5.427,5.427,13,0.0,0.013072894920231537,j141915.03p524517.46,1,19506,214.812625,52.754849,ceers-v3_prism-clear_1345_81032.spec.fits,ceers-v3,81032,0,,3,5.4238,5.4238,Redshift matches ceers-v2_prism-clear_1345_81032 z=5.4242,KNa23  z=5.427,1,2.74,0.6,5.29,-3.7,17.2,,41.89,42.27,,,,FITS   zfit   spl,,,0.0
CEERS_81049,214.789822,52.730789,6.738,,-19.61,0.11,0.12,,8.36,0.15,0.05,,1.21,0.04,0.05,109,13,,8.5,0.9,,11.2,1.3,>,8.9,,7.88,0.15,0.16,1,R23,,18844,214.789817,52.730789,41260.836,4098.592,297.0,0.98,0.0,4.176,0.10718,0.00343,3.68459,0.143653,14.039292,29.476723,0.0,-0.0118,0.0,0.00489,0.0,0.05455,0.0,0.0402,0.0,0.05452,0.05117,0.04897,0.05314,0.12755,0.07568,0.06686,-99.0,0.00689,-99.0,0.01119,-99.0,0.01273,-99.0,0.01485,-99.0,0.00331,0.004,0.00336,0.00266,0.00252,0.00471,0.00372,0.33,14,18844,214.789817,52.730789,6.738,6.738,6.738,6.738,6.738,14,0.0,0.010900095226151168,j141909.56p524350.84,1,19507,214.789822,52.730789,ceers-v3_prism-clear_1345_81049.spec.fits,ceers-v3,81049,0,,3,6.7362,6.7362,Redshift matches ceers-v2_prism-clear_1345_81049 z=6.7367,KNa23  z=6.738,1,2.33,0.6,5.29,1.4,23.1,,42.5,42.87,,,,FITS   zfit   spl,,,0.0
CEERS_81063,214.79911,52.725119,6.086,,-19.04,0.12,0.09,,8.16,0.07,0.07,,0.98,0.09,0.11,90,24,,9.2,2.1,,11.5,2.6,>,3.1,,8.08,0.21,0.19,1,R23,,11597,214.799105,52.72512,41343.547,3143.873,227.0,0.96,0.0,4.108,0.06995,0.00301,3.755819,0.273131,9.739438,30.046553,0.0,0.00349,0.0,0.01204,0.0,0.0242,0.0,0.04223,0.0,0.03016,0.03508,0.03172,0.04206,0.08054,0.03241,0.05423,-99.0,0.00667,-99.0,0.01014,-99.0,0.01307,-99.0,0.01501,-99.0,0.00305,0.00359,0.00316,0.00259,0.00251,0.00443,0.0045,0.28,14,11597,214.799105,52.72512,6.086,6.086,6.086,6.086,6.086,14,0.0,0.01148054785841395,j141911.79p524330.43,1,19510,214.79911,52.725119,ceers-v3_prism-clear_1345_81063.spec.fits,ceers-v3,81063,0,,3,6.0866,6.0866,Redshift matches ceers-v2_prism-clear_1345_81063 z=6.0864,KNa23  z=6.086,1,1.96,0.6,5.29,-1.7,19.0,,42.28,42.66,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_81068,214.820507,52.737148,6.272,,-18.3,0.18,0.08,,8.0,0.13,0.05,,0.6,0.06,0.07,204,35,,6.0,1.0,,7.9,1.2,>,10.5,,7.65,0.22,0.2,1,R23,,9764,214.820498,52.737145,39237.547,2891.134,102.0,0.96,0.0,3.088,0.03545,0.0026,2.430184,0.216214,-24.763466,19.441473,0.0,-0.00327,0.0,-0.00439,0.0,0.00308,0.0,0.01518,0.0,0.01819,0.0202,0.01927,0.01632,0.04472,0.01242,0.0272,-99.0,0.00629,-99.0,0.0097,-99.0,0.01188,-99.0,0.01242,-99.0,0.00236,0.00291,0.0025,0.00228,0.00201,0.00381,0.00315,0.28,14,9764,214.820498,52.737145,6.272,6.272,6.272,6.272,6.272,14,0.0,0.022393723896181435,j141916.92p524413.73,1,19511,214.820507,52.737148,ceers-v3_prism-clear_1345_81068.spec.fits,ceers-v3,81068,0,,3,6.2704,6.2704,Redshift matches ceers-v2_prism-clear_1345_81068 z=6.2716,KNa23  z=6.272,1,1.23,0.6,5.29,-0.5,16.1,,42.08,42.42,,,,FITS   zfit   spl,,,0.010799999996903249
CEERS_82043,214.719986,52.750255,4.324,,-18.85,0.34,0.11,,8.33,0.27,0.07,,1.0,0.1,0.13,84,24,,7.3,1.9,,,,,,,8.14,0.24,0.24,1,R3,,54120,214.719979,52.750254,42755.855,9480.515,178.0,0.99,3.0,4.591,0.06746,0.00399,3.05059,0.152059,-87.214826,24.40472,0.0,0.03241,0.0,0.04313,0.0,0.03613,0.0,0.03958,0.0,0.05486,0.05043,0.05376,0.0972,0.07592,0.05519,0.04176,-99.0,0.00695,-99.0,0.01042,-99.0,0.01454,-99.0,0.01546,-99.0,0.00326,0.00401,0.00337,0.00262,0.00247,0.00459,0.00365,0.28,314,54120,214.719979,52.750254,4.324,4.324,4.324,4.324,4.324,314,0.0,0.01567238823252816,j141852.80p524500.92,1,19515,214.719986,52.750255,ceers-v3_prism-clear_1345_82043.spec.fits,ceers-v3,82043,0,,3,4.3175,4.3175,Redshifts match v2 grade=3,KNa23  z=4.324,1,2.15,0.6,5.29,3.2,26.0,,41.94,42.38,,,,FITS   zfit   spl,,,0.003600000014234412
CEERS_82052,214.766561,52.78227,5.156,,-18.0,0.07,0.12,,8.43,0.05,0.25,,,,,80,33,>,5.6,,,,,,,,7.98,0.26,0.26,1,R3,,53625,214.766566,52.782266,37638.387,9379.477,56.0,0.94,0.0,3.487,0.01347,0.00231,3.046555,0.567438,-88.766051,24.372442,0.0,0.00174,0.0,0.00176,0.0,0.00582,0.0,0.00746,0.0,0.0097,0.00649,0.00752,0.01964,0.00733,0.01588,0.01507,-99.0,0.0034,-99.0,0.0033,-99.0,0.00552,-99.0,0.00493,-99.0,0.00156,0.002,0.00162,0.00144,0.0013,0.0024,0.00213,0.28,14,53625,214.766566,52.782266,5.156,5.156,5.156,5.156,5.156,14,0.0,0.018052467319703332,j141903.97p524656.17,1,19516,214.766561,52.78227,ceers-v3_prism-clear_1345_82052.spec.fits,ceers-v3,82052,0,,3,5.154,5.154,Redshift matches ceers-v2_prism-clear_1345_82052 z=5.1551,KNa23  z=5.156,1,1.26,0.6,5.29,1.3,13.5,,41.74,42.18,,,,FITS   zfit   spl,,,0.014399999988237667
CEERS_82300,214.900557,52.871612,4.707,,-18.49,0.16,0.49,,8.47,0.05,0.36,,,,,57,19,>,3.8,,,,,,,,8.25,0.24,0.24,1,R3,,51019,214.900555,52.871611,23177.828,8906.29,197.0,0.24,0.0,4.013,0.0434,0.00207,3.34593,0.135982,-76.837654,26.767437,0.0,0.00567,0.0,0.01595,0.0,0.01458,0.0,0.0147,0.0,0.01899,0.01993,0.02187,0.03487,0.03041,0.02221,0.0254,-99.0,0.00244,-99.0,0.00265,-99.0,0.00815,-99.0,0.0065,-99.0,0.00162,0.00229,0.00137,0.00145,0.00109,0.00259,0.00151,0.28,114,51019,214.900555,52.871611,4.707,4.707,4.707,4.707,4.707,114,0.0,0.005643333625784662,j141936.13p525217.80,1,19528,214.900557,52.871612,ceers-v3_prism-clear_1345_82300.spec.fits,ceers-v3,82300,0,,3,4.7133,4.7133,Redshift matches ceers-v2_prism-clear_1345_82300 z=4.7132,KNa23  z=4.707,1,2.9,0.6,5.29,0.3,15.8,,41.72,42.12,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_82507,214.853213,52.848365,4.986,,-19.34,0.66,0.81,,8.36,0.85,0.49,,,,,87,74,>,8.1,,,,,,,,,,,1,,,55237,214.853211,52.848366,27524.336,9715.082,421.0,0.03,2.0,8.777,0.10963,0.00507,7.66115,0.527343,34.599708,61.289196,0.0,-3.5E-4,0.0,0.03961,0.0,0.05293,0.0,0.04205,0.0,0.04511,0.05373,0.05514,0.14179,0.08802,0.13604,0.10413,-99.0,0.00785,-99.0,0.00796,-99.0,0.01791,-99.0,0.01596,-99.0,0.00499,0.00661,0.00524,0.00438,0.00388,0.0079,0.00562,0.33,314,55237,214.853211,52.848366,4.986,4.986,4.986,4.986,4.986,314,0.0,0.0056451271648197575,j141924.77p525054.11,1,19529,214.853213,52.848365,ceers-v3_prism-clear_1345_82507.spec.fits,ceers-v3,82507,0,,3,4.9865,4.9865,Redshifts match v2 grade=3,KNa23  z=4.986,1,2.23,0.6,5.29,-4.3,32.1,,42.14,42.63,,,,FITS   zfit   spl,,,0.0035999999913344186
CEERS_83398,214.900409,52.826856,4.554,,-19.79,0.05,0.01,,8.47,0.05,0.05,,,,,18,15,,,,,,,,,,,,,1,,,28819,214.900473,52.826833,27276.127,5431.073,507.0,0.03,0.0,10.368,0.1216,0.00526,8.891222,0.608103,82.746665,71.129776,0.0,0.05156,0.0,0.11104,0.0,0.1233,0.0,0.11768,0.0,0.10587,0.11121,0.11126,0.16421,0.1453,0.12163,0.1461,-99.0,0.01503,-99.0,0.01674,-99.0,0.02996,-99.0,0.02734,-99.0,0.00698,0.0123,0.0096,0.00793,0.00657,0.01846,0.00874,0.5,114,28819,214.900473,52.826833,4.554,4.554,4.554,4.554,4.554,114,0.0,0.16197616085960712,j141936.10p524936.68,1,19534,214.900409,52.826856,ceers-v3_prism-clear_1345_83398.spec.fits,ceers-v3,83398,0,,3,4.5484,4.5484,Redshift matches ceers-v2_prism-clear_1345_83398 z=4.5488,KNa23  z=4.554,1,2.8,0.6,5.29,0.6,10.5,,41.27,41.66,,,,FITS   zfit   spl,,,0.08280000000679157
CEERS_83439,214.93807,52.847115,4.824,,-16.98,0.05,0.1,,7.32,0.09,0.05,,-0.04,0.12,0.16,193,59,,3.1,1.0,,4.1,1.3,>,1.7,,7.22,0.21,0.23,1,R23,,25732,214.938063,52.847121,23656.281,4932.256,30.0,0.94,0.0,2.631,0.0061,0.00184,1.807768,0.280479,-63.212167,14.462146,0.0,-5.3E-4,0.0,0.01249,0.0,0.00246,0.0,0.01286,0.0,0.01019,0.01068,0.0098,0.01452,0.01144,8.3E-4,0.01318,-99.0,0.00438,-99.0,0.00469,-99.0,0.01048,-99.0,0.00831,-99.0,0.00174,0.00318,0.00258,0.00287,0.00189,0.00431,0.00316,0.28,114,25732,214.938063,52.847121,4.824,4.824,4.824,4.824,4.824,114,0.0,0.026423279466016986,j141945.14p525049.61,1,19536,214.93807,52.847115,ceers-v3_prism-clear_1345_83439.spec.fits,ceers-v3,83439,0,,3,4.8311,4.8311,Redshifts match v2 grade=3,KNa23  z=4.824,1,0.7,0.6,5.29,-1.5,16.5,,41.53,41.74,,,,FITS   zfit   spl,,,0.021599999993806497
CEERS_83502,214.905847,52.811906,4.249,,-17.28,0.14,0.12,,7.46,0.26,0.05,,0.03,0.1,0.13,171,44,,2.1,0.6,,,,,,,7.14,0.27,0.28,1,R3,,18076,214.905845,52.811902,28389.051,3973.875,52.0,0.93,0.0,2.73,0.00848,0.0018,2.049219,0.191932,10.331723,16.393749,0.0,0.01765,0.0,0.01891,0.0,0.03018,0.0,0.01739,0.0,0.01664,0.01745,0.01614,0.01982,0.01998,0.00584,0.00656,-99.0,0.00524,-99.0,0.00499,-99.0,0.01423,-99.0,0.01211,-99.0,0.00206,0.004,0.00328,0.00254,0.00191,0.00427,0.0026,0.28,14,18076,214.905845,52.811902,4.249,4.249,4.249,4.249,4.249,14,0.0,0.015043245159682654,j141937.40p524842.86,1,19537,214.905847,52.811906,ceers-v3_prism-clear_1345_83502.spec.fits,ceers-v3,83502,0,,3,4.2452,4.2452,Redshift matches ceers-v2_prism-clear_1345_83502 z=4.2450,KNa23  z=4.249,1,1.25,0.6,5.29,8.0,25.2,,41.68,41.71,,,,FITS   zfit   spl,,,0.014399999988237667
CEERS_83592,214.956693,52.83378,5.736,,-18.43,0.38,0.22,,7.7,0.36,0.08,,,,,218,86,>,3.1,,,,,,,,,,,1,,,9488,214.956676,52.83378,24001.1,2867.237,167.0,0.06,0.0,4.995,0.03532,0.00396,4.272425,0.390727,34.057176,34.179398,0.0,-0.00316,0.0,0.01227,0.0,0.02327,0.0,0.02508,0.0,0.021,0.02065,0.01498,0.02345,0.04149,0.0044,0.01434,-99.0,0.00911,-99.0,0.00652,-99.0,0.01414,-99.0,0.01294,-99.0,0.00238,0.00444,0.00331,0.00341,0.0025,0.00541,0.004,0.28,14,9488,214.956676,52.83378,5.736,5.736,5.736,5.736,5.736,14,0.0,0.03697271918690352,j141949.61p525001.61,1,19540,214.956693,52.83378,ceers-v3_prism-clear_1345_83592.spec.fits,ceers-v3,83592,0,,3,5.7356,5.7356,Redshifts match v2 grade=3,KNa23  z=5.736,1,0.5,0.6,5.29,-2.5,13.2,,41.73,42.05,,,,FITS   zfit   spl,,,0.0
