id redshift hst.acs.wfc.F435W hst.acs.wfc.F435W_err hst.acs.wfc.F606W hst.acs.wfc.F606W_err hst.acs.wfc.F775W hst.acs.wfc.F775W_err hst.acs.wfc.F814W hst.acs.wfc.F814W_err hst.wfc3.ir.F105W hst.wfc3.ir.F105W_err hst.wfc3.ir.F125W hst.wfc3.ir.F125W_err hst.wfc3.ir.F140W hst.wfc3.ir.F140W_err hst.wfc3.ir.F160W hst.wfc3.ir.F160W_err jwst.nircam.F090W jwst.nircam.F090W_err jwst.nircam.F115W jwst.nircam.F115W_err jwst.nircam.F150W jwst.nircam.F150W_err jwst.nircam.F200W jwst.nircam.F200W_err jwst.nircam.F277W jwst.nircam.F277W_err jwst.nircam.F356W jwst.nircam.F356W_err jwst.nircam.F410M jwst.nircam.F410M_err jwst.nircam.F444W jwst.nircam.F444W_err
9142 7.101 -99.0 -99.0 2.9e-07 5.16e-06 -99.0 -99.0 3.86e-06 5.1700000000000005e-06 -99.0 -99.0 1.06e-05 1.3719999999999999e-05 -99.0 -99.0 1.545e-05 1.182e-05 -99.0 -99.0 2.35e-05 2.96e-06 3.198e-05 4.3899999999999995e-06 2.2089999999999997e-05 3.78e-06 2.429e-05 2.94e-06 2.9409999999999998e-05 2.26e-06 8.964e-05 5.199999999999999e-06 4.635e-05 4.25e-06
9530 6.8755 -99.0 -99.0 4.3e-07 3.71e-06 -99.0 -99.0 1.43e-06 4.06e-06 -99.0 -99.0 6.56e-06 1.1979999999999999e-05 -99.0 -99.0 3.42e-06 1.031e-05 -99.0 -99.0 2.069e-05 2.2200000000000003e-06 2.0889999999999998e-05 4e-06 2.319e-05 3.28e-06 1.594e-05 3.0200000000000003e-06 4.02e-05 2.03e-06 6.399e-05 4.33e-06 3.828e-05 3.0799999999999997e-06
9561 2.85015 -99.0 -99.0 1.6e-05 4.04e-06 -99.0 -99.0 1.533e-05 3.87e-06 -99.0 -99.0 2.141e-05 1.064e-05 -99.0 -99.0 1.874e-05 9.75e-06 -99.0 -99.0 1.6420000000000002e-05 2.76e-06 1.78e-05 3.36e-06 4.804e-05 2.86e-06 0.0001036 2.14e-06 0.00014588 2.06e-06 0.00021411 3.87e-06 0.00022403 2.96e-06
9590 7.156 -99.0 -99.0 1.06e-06 3.7499999999999997e-06 -99.0 -99.0 6e-07 3.99e-06 -99.0 -99.0 8.210000000000001e-06 1.222e-05 -99.0 -99.0 6.82e-06 1.078e-05 -99.0 -99.0 6.72e-06 2.29e-06 6.49e-06 3.3999999999999996e-06 6.9e-06 2.8500000000000002e-06 1.306e-05 2.08e-06 5.887e-05 1.79e-06 0.00014304 4.2900000000000004e-06 0.00014832999999999998 3.64e-06
9615 6.954 -99.0 -99.0 3.5100000000000003e-06 3.63e-06 -99.0 -99.0 8e-08 4.12e-06 -99.0 -99.0 7.01e-06 9.75e-06 -99.0 -99.0 -2.84e-06 9.04e-06 -99.0 -99.0 8.81e-06 2.17e-06 1.133e-05 3.04e-06 1.008e-05 1.75e-06 9.21e-06 1.99e-06 2.064e-05 1.6000000000000001e-06 3.5589999999999996e-05 3.79e-06 3.7810000000000006e-05 2.2499999999999996e-06
9618 6.13 -99.0 -99.0 -1.35e-06 2.8900000000000003e-06 -99.0 -99.0 -4.37e-06 3.04e-06 -99.0 -99.0 2.55e-06 9.48e-06 -99.0 -99.0 -1.84e-06 7.7e-06 -99.0 -99.0 4.6e-06 1.77e-06 6e-06 2.69e-06 3.44e-06 1.5e-06 7.35e-06 1.53e-06 1.613e-05 1.2099999999999998e-06 1.521e-05 3.31e-06 3.4909999999999996e-05 1.81e-06
9768 6.982 -99.0 -99.0 1.9699999999999998e-06 4.1900000000000005e-06 -99.0 -99.0 -6.8500000000000005e-06 4.7e-06 -99.0 -99.0 4.897e-05 1.124e-05 -99.0 -99.0 9.432e-05 9.91e-06 -99.0 -99.0 5.495e-05 2.98e-06 8.782e-05 3.5100000000000003e-06 0.00011069 2.97e-06 0.00016019 2.78e-06 0.00051357 2.68e-06 0.00097335 5.199999999999999e-06 0.00089724 4.13e-06
9793 5.077 -99.0 -99.0 5.13e-06 3.76e-06 -99.0 -99.0 6.72e-06 4.610000000000001e-06 -99.0 -99.0 1.244e-05 1.256e-05 -99.0 -99.0 -4.3e-07 1.099e-05 -99.0 -99.0 6.71e-06 2.82e-06 1.059e-05 3.44e-06 1.3690000000000001e-05 2.7200000000000002e-06 4.931e-05 2.79e-06 9.332e-05 2.29e-06 0.00021469 4.77e-06 0.00017198 3.53e-06
9849 2.9696 -99.0 -99.0 1.182e-05 3.79e-06 -99.0 -99.0 1.61e-05 5.19e-06 -99.0 -99.0 6.19e-06 9.92e-06 -99.0 -99.0 2.113e-05 8.74e-06 -99.0 -99.0 1.375e-05 2.5e-06 9.820000000000001e-06 2.99e-06 2.9919999999999998e-05 2.4599999999999997e-06 9.185e-05 2.29e-06 0.000133 2.26e-06 0.00019153 3.89e-06 0.00022766 3.45e-06
9887 5.105 -99.0 -99.0 1.1e-06 2.34e-06 -99.0 -99.0 3.64e-06 2.49e-06 1.53e-06 6.03e-06 9.02e-06 7.680000000000001e-06 -99.0 -99.0 1.439e-05 6.82e-06 -99.0 -99.0 5.66e-06 1.48e-06 5.74e-06 2.17e-06 7.03e-06 1.85e-06 1.4609999999999999e-05 1.61e-06 2.305e-05 1.19e-06 6.421e-05 2.87e-06 6.278e-05 2.7699999999999997e-06
